|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation|compound|area
0|#sui|2014-07-01|111|False|160.2288912867|('46.236', '6.080')|0.6130666667|GE
1|#ger|2014-07-13|102|False|179.3505865712|('47.299', '8.445')|0.28595|ZH
2|#frahon|2014-06-15|100|False|90.7887942982|('47.528', '6.817')|-0.14948|Bourgogne Franche-Comté
3|#brager|2014-07-08|92|False|67.2165541015|('46.224', '7.280')|-0.15416|VS
4|#breall|2014-07-08|92|False|54.9484915646|('47.753', '7.305')|-0.29826|Grand Est
5|#sui|2014-06-20|83|False|231.5968996143|('46.520', '6.638')|0.0772|VD
6|#suifra|2014-06-20|82|False|178.9615021087|('46.224', '7.280')|0.2497|VS
7|#ger|2014-07-08|80|False|97.5886297102|('46.205', '6.143')|0.51275|GE
8|#frasui|2014-06-20|77|False|173.0058711045|('46.530', '6.025')|0.1834333333|Bourgogne Franche-Comté
9|#franig|2014-06-30|75|False|112.3692332346|('47.562', '6.853')|-0.0816|Bourgogne Franche-Comté
10|#gerarg|2014-07-13|74|False|125.8880979315|('47.377', '8.537')|0.270925|ZH
11|#bra|2014-07-08|73|False|93.3629661269|('47.470', '6.686')|-0.347|Bourgogne Franche-Comté
12|#arg|2014-07-13|71|False|154.3726933329|('46.375', '6.921')|0.5365|VD
13|#suiecu|2014-06-15|71|False|91.5631204446|('47.052', '8.297')|0.127375|LU
14|#argsui|2014-07-01|65|False|115.9236262014|('47.377', '8.537')|0.675|ZH
15|#ss8|2014-07-18|62|False|103.6563251918|('47.681', '7.408')|0.0439333333|Grand Est
16|#fra|2014-06-20|60|False|231.5536084472|('46.246', '6.133')|0.13065|GE
17|#cdm2014|2014-06-12|59|False|238.742224614|('47.473', '6.761')|0|Bourgogne Franche-Comté
18|#fra|2014-07-04|59|False|168.0268841971|('47.528', '6.817')|0|Bourgogne Franche-Comté
19|#riprobinwilliams|2014-08-12|57|False|305.7054557474|('46.262', '9.846')|0|Lombardia
20|#nedarg|2014-07-09|57|False|121.8414143849|('47.709', '9.152')|-0.2286|Baden-Württemberg
21|#fraall|2014-07-04|55|False|123.7050189479|('47.618', '6.152')|0.148|Bourgogne Franche-Comté
22|#espchi|2014-06-18|54|False|77.5493005179|('46.375', '6.921')|0.181|VD
23|#por|2014-06-16|50|False|205.8417066389|('47.474', '6.693')|0.31245|Bourgogne Franche-Comté
24|#thevoice|2014-01-18|50|False|40.5909987867|('47.486', '6.821')|0|Bourgogne Franche-Comté
25|#lrt|2014-07-15|48|False|447.301384528|('47.755', '7.313')|0|Grand Est
26|#esc|2014-05-10|48|False|94.2747758473|('47.601', '7.665')|-0.0258|Baden-Württemberg
27|#cdm2014|2014-06-15|47|False|325.1551993652|('46.294', '7.532')|0.21215|VS
28|#lrt|2014-06-18|46|False|298.7560683476|('47.633', '6.819')|0.7673|Bourgogne Franche-Comté
29|#bra|2014-07-04|46|False|158.5574494281|('47.470', '6.686')|0|Bourgogne Franche-Comté
30|#arg|2014-07-09|46|False|148.4521633805|('46.375', '6.921')|0.34|VD
31|#lrt|2014-07-08|45|False|349.1041210199|('46.194', '6.103')|0.4711666667|GE
32|#fra|2014-06-30|45|False|184.7732340013|('47.528', '6.817')|0.1503666667|Bourgogne Franche-Comté
33|#lrt|2014-02-09|44|False|392.7297119026|('46.222', '6.128')|0|GE
34|#col|2014-07-04|44|False|161.6263701986|('47.528', '6.817')|0.5697|Bourgogne Franche-Comté
35|#thevoice|2014-01-25|44|False|46.0091248224|('46.246', '6.133')|0.8439|GE
36|#lrt|2014-01-01|43|False|344.6713707048|('46.136', '6.026')|0|Auvergne-Rhône-Alpes
37|#esp|2014-06-18|43|False|144.8900471572|('47.474', '6.693')|0|Bourgogne Franche-Comté
38|#por|2014-06-22|42|False|229.8458830136|('46.213', '6.112')|-0.1853|GE
39|#gha|2014-06-21|42|False|106.4017859513|('47.377', '8.537')|0.7088|ZH
40|#lt|2014-01-04|41|False|390.1327471975|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
41|#lrt|2014-06-16|41|False|272.0996399096|('46.391', '6.591')|-0.148|Auvergne-Rhône-Alpes
42|#chi|2014-06-18|41|False|121.3644753495|('47.474', '6.693')|0|Bourgogne Franche-Comté
43|#ballondor|2014-01-13|41|False|96.6310313863|('46.248', '7.318')|0.4363|VS
44|#lt|2014-01-02|40|False|435.6562533943|('45.904', '6.129')|-0.2263|Auvergne-Rhône-Alpes
45|#lrt|2014-06-20|40|False|347.8154285671|('46.321', '6.965')|0.1623|VD
46|#wm2014|2014-06-15|40|False|278.1909306211|('47.299', '8.531')|0|ZH
47|#ep2014|2014-05-25|39|False|281.7860132803|('47.741', '7.607')|-0.2022|Baden-Württemberg
48|#abst14|2014-02-09|39|False|166.9235834362|('47.420', '8.545')|-0.1646333333|ZH
49|#coupedumonde|2014-06-12|38|False|314.4651632743|('47.305', '6.145')|-0.5574|Bourgogne Franche-Comté
50|#ger|2014-06-30|38|False|228.4531580995|('46.184', '6.121')|0|GE
51|#honsui|2014-06-25|38|False|147.6548636293|('47.495', '8.507')|-0.1062333333|ZH
52|#geralg|2014-06-30|38|False|107.7294161336|('46.943', '8.276')|0.2083|OW
53|#allarg|2014-07-13|38|False|90.9744573986|('46.375', '6.921')|-0.1914|VD
54|#lrt|2014-08-14|37|False|390.091724386|('47.681', '6.500')|-0.5583|Bourgogne Franche-Comté
55|#gerpor|2014-06-16|37|False|135.0413830787|('47.554', '9.697')|0|Bayern
56|#italiauruguay|2014-06-24|37|False|99.6342819579|('46.006', '8.296')|-0.13295|Piemonte
57|#eurovisionsongcontest2014|2014-05-10|37|False|64.1852117641|('46.943', '8.276')|0|OW
58|#bra|2014-06-28|36|False|126.0707233114|('47.371', '8.510')|-0.10465|ZH
59|#eurovision|2014-05-10|36|False|78.6402190678|('46.524', '6.466')|0.0956|VD
60|#belusa|2014-07-01|36|False|61.399757913|('46.512', '6.658')|0.193975|VD
61|#lrt|2014-08-03|35|False|391.2649815574|('46.179', '6.120')|0.6467|GE
62|#lrt|2014-06-12|35|False|262.993552878|('47.473', '6.761')|-0.5574|Bourgogne Franche-Comté
63|#ss8|2014-08-15|35|False|141.2121279091|('47.681', '7.408')|-0.0206333333|Grand Est
64|#sanremo2014|2014-02-18|35|False|107.5662499233|('45.861', '9.418')|-0.57875|Lombardia
65|#missfrance2015|2014-12-06|35|False|64.7489024819|('46.196', '6.237')|0.148|Auvergne-Rhône-Alpes
66|#lrt|2014-03-04|34|False|413.7808438574|('47.381', '6.381')|-0.0714666667|Bourgogne Franche-Comté
67|#lrt|2014-09-16|34|False|267.0113646334|('47.512', '6.800')|0.4772|Bourgogne Franche-Comté
68|#cdm2014|2014-06-13|34|False|182.8883116276|('47.520', '6.805')|0|Bourgogne Franche-Comté
69|#ned|2014-07-05|34|False|163.8546363662|('47.730', '8.589')|0.4019|SH
70|#gergha|2014-06-21|34|False|89.8075832187|('46.224', '7.280')|-0.21835|VS
71|#lt|2014-03-23|32|False|373.3795445039|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
72|#lt|2014-06-01|32|False|314.2037163628|('45.904', '6.129')|-0.5864|Auvergne-Rhône-Alpes
73|#ff|2014-03-07|32|False|298.8882200683|('45.903', '6.099')|-0.2177333333|Auvergne-Rhône-Alpes
74|#col|2014-06-28|32|False|174.8160933793|('46.517', '6.608')|0.4303|VD
75|#brachi|2014-06-28|32|False|78.3471534726|('47.626', '10.511')|-0.1027|Bayern
76|#lrt|2014-07-16|31|False|393.1797510991|('46.375', '6.921')|0.4003|VD
77|#worldcup2014|2014-06-13|31|False|276.0336680385|('46.686', '7.849')|0.6698|BE
78|#wm2014|2014-06-12|31|False|256.7004678806|('46.943', '8.276')|-0.6239|OW
79|#lrt|2014-09-21|31|False|238.3223348132|('46.190', '6.115')|-0.7717|GE
80|#ss8|2014-08-08|31|False|164.4242757404|('47.681', '7.408')|0.2559|Grand Est
81|#ned|2014-06-29|31|False|111.3469422136|('47.416', '9.361')|0|SG
82|#cdm2014|2014-06-20|30|False|210.7086149158|('46.221', '6.110')|0.3612|GE
83|#bra|2014-06-17|30|False|174.7807978609|('46.201', '7.009')|-0.8038|VS
84|#belalg|2014-06-17|30|False|104.812707128|('46.375', '6.920')|0.25|VD
85|#ita|2014-06-14|29|False|217.4302678882|('46.246', '6.133')|0|GE
86|#ita|2014-06-24|29|False|208.7030047282|('46.375', '6.921')|-0.6449|VD
87|#eng|2014-06-19|29|False|134.3188342906|('47.432', '9.391')|0|SG
88|#frajam|2014-06-08|29|False|103.1379337162|('47.528', '6.817')|0.474|Bourgogne Franche-Comté
89|#murrayftw|2014-11-11|29|False|19.9360596382|('47.181', '8.489')|0.259575|ZG
90|#lrt|2014-08-01|28|False|391.0881465888|('47.478', '6.830')|0|Bourgogne Franche-Comté
91|#lrt|2014-08-18|28|False|313.0184208867|('47.516', '7.005')|0.6369|Bourgogne Franche-Comté
92|#lrt|2014-04-18|28|False|298.4499096325|('46.777', '6.631')|-0.3243|VD
93|#lrt|2014-04-06|28|False|295.5295666986|('46.400', '6.587')|0|Auvergne-Rhône-Alpes
94|#por|2014-06-26|28|False|161.4004316428|('46.177', '6.138')|0|GE
95|#chi|2014-06-28|28|False|138.9379771691|('47.520', '6.805')|0.11|Bourgogne Franche-Comté
96|#thevoice|2014-02-01|28|False|43.2434131077|('47.612', '6.135')|0|Bourgogne Franche-Comté
97|#lt|2014-01-05|27|False|400.6076431784|('45.904', '6.129')|0.4939|Auvergne-Rhône-Alpes
98|#np|2014-01-12|27|False|359.1044070717|('45.904', '6.129')|-0.4019|Auvergne-Rhône-Alpes
99|#lrt|2014-09-01|27|False|306.9362214794|('46.256', '6.070')|0.1877|Auvergne-Rhône-Alpes
100|#worldcup2014|2014-06-15|27|False|268.5354575161|('47.243', '6.007')|0.3382|Bourgogne Franche-Comté
101|#lt|2014-06-06|26|False|399.1834832995|('47.733', '6.970')|0.0684|Bourgogne Franche-Comté
102|#lrt|2014-05-22|26|False|385.7925551023|('46.213', '6.146')|-0.05135|GE
103|#lrt|2014-04-20|26|False|378.4404691755|('46.400', '6.587')|-0.4215|Auvergne-Rhône-Alpes
104|#lt|2014-06-09|26|False|283.7344550963|('47.733', '6.970')|0.1531|Bourgogne Franche-Comté
105|#ff|2014-01-17|26|False|258.3101015552|('46.534', '6.621')|0.453|VD
106|#sochi2014|2014-02-09|26|False|224.0359006222|('45.930', '6.710')|0|Auvergne-Rhône-Alpes
107|#apple|2014-09-09|26|False|190.4988922554|('46.165', '9.864')|0.0031333333|Lombardia
108|#brechi|2014-06-28|26|False|65.6620738014|('47.495', '6.792')|0.3294|Bourgogne Franche-Comté
109|#lrt|2014-02-18|25|False|409.1403959352|('46.149', '6.105')|0.0772|GE
110|#np|2014-01-30|25|False|386.4464460504|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
111|#wm2014|2014-07-13|25|False|193.6692850357|('47.377', '8.537')|0.25|ZH
112|#ss8|2014-08-22|25|False|122.2869894765|('47.774', '7.312')|0.7296|Grand Est
113|#ss8|2014-08-01|25|False|93.6931855329|('47.681', '7.408')|0.4215|Grand Est
114|#bravsger|2014-07-08|25|False|39.7841376116|('47.255', '8.867')|-0.1503|ZH
115|#thevoicekids|2014-09-13|25|False|36.7702308692|('47.007', '6.967')|0.2859|NE
116|#np|2014-01-19|24|False|353.77686741|('45.904', '6.129')|0.5574|Auvergne-Rhône-Alpes
117|#np|2014-02-05|24|False|320.4733793997|('45.904', '6.129')|-0.0386|Auvergne-Rhône-Alpes
118|#np|2014-01-21|24|False|315.454339773|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
119|#ff|2014-04-11|24|False|290.1615144414|('47.345', '8.337')|0|AG
120|#lrt|2014-04-27|24|False|254.7236894486|('45.765', '6.342')|-0.29125|Auvergne-Rhône-Alpes
121|#oscars2014|2014-03-03|24|False|228.4930604554|('47.539', '7.724')|0|AG
122|#argvssui|2014-07-01|24|False|55.5536133515|('46.817', '7.342')|0.51475|BE
123|#lrt|2014-07-28|23|False|518.732142983|('46.179', '6.119')|-0.224|GE
124|#lrt|2014-02-14|23|False|505.2629726464|('46.534', '6.621')|0|VD
125|#lrt|2014-10-27|23|False|208.4122122837|('47.722', '7.283')|0|Grand Est
126|#wm2014|2014-06-20|23|False|185.2464705223|('47.495', '8.507')|0.49785|ZH
127|#superbowl|2014-02-03|23|False|126.084024235|('45.941', '6.033')|-0.4391|Auvergne-Rhône-Alpes
128|#argbel|2014-07-05|23|False|80.0632288552|('46.512', '6.658')|0|VD
129|#np|2014-01-05|22|False|400.8584220213|('45.904', '6.129')|0.31845|Auvergne-Rhône-Alpes
130|#worldcup2014|2014-06-14|22|False|358.586769746|('46.224', '7.280')|0.9938|VS
131|#job|2014-10-01|22|False|355.3430857552|('46.948', '7.445')|0|BE
132|#jobs|2014-12-01|22|False|294.195103817|('46.214', '6.111')|0|GE
133|#np|2014-03-04|22|False|262.3592987337|('46.246', '6.133')|0|GE
134|#happybirthdayniall|2014-09-13|22|False|202.5229740286|('47.477', '6.827')|0.6361|Bourgogne Franche-Comté
135|#col|2014-06-19|22|False|140.9153592356|('47.520', '6.805')|0|Bourgogne Franche-Comté
136|#italiainghilterra|2014-06-14|22|False|138.6871770539|('45.834', '8.741')|-0.1773|Lombardia
137|#realatletico|2014-05-24|22|False|100.3927874564|('47.194', '8.510')|-0.23835|ZG
138|#lesanges6|2014-03-09|22|False|51.8953804535|('45.802', '5.983')|-0.4019|Auvergne-Rhône-Alpes
139|#thevoice|2014-04-19|22|False|48.3175574541|('47.502', '6.792')|-0.28595|Bourgogne Franche-Comté
140|#coluru|2014-06-28|22|False|39.7393494448|('45.828', '6.163')|0|Auvergne-Rhône-Alpes
141|#jobs|2014-11-17|21|False|377.9429010632|('46.213', '6.111')|0|GE
142|#job|2014-08-05|21|False|281.3318508884|('46.213', '6.146')|0|GE
143|#job|2014-08-10|21|False|263.5869347443|('46.213', '6.146')|0|GE
144|#cdm2014|2014-07-08|21|False|203.9601098813|('47.245', '6.047')|0.5994|Bourgogne Franche-Comté
145|#arg|2014-06-21|21|False|147.3622243292|('47.520', '6.805')|0.3182|Bourgogne Franche-Comté
146|#ned|2014-06-13|21|False|129.1519260688|('47.496', '7.631')|0.046|BL
147|#usa|2014-06-22|21|False|125.1462317658|('47.383', '8.540')|0.4767|ZH
148|#angita|2014-06-14|21|False|106.3811994497|('47.638', '6.854')|0|Bourgogne Franche-Comté
149|#dals|2014-09-27|21|False|100.6579017152|('47.787', '7.342')|0.1032666667|Grand Est
150|#nedvsarg|2014-07-09|21|False|64.0323226249|('47.255', '8.867')|0|ZH
151|#thevoice|2014-05-03|21|False|52.8075152328|('47.526', '6.822')|0|Bourgogne Franche-Comté
152|#qvemf|2014-06-13|21|False|32.2396994252|('46.318', '6.036')|0|Auvergne-Rhône-Alpes
153|#np|2014-05-16|20|False|360.7851155642|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
154|#ff|2014-05-09|20|False|304.477907519|('47.179', '7.303')|0.6114|BE
155|#job|2014-09-17|20|False|303.6120147783|('46.213', '6.146')|0|GE
156|#job|2014-09-12|20|False|296.5247092558|('46.198', '6.142')|0|GE
157|#job|2014-09-26|20|False|245.6744109532|('46.470', '6.842')|0|VD
158|#mtvhottest|2014-07-20|20|False|188.3866228536|('46.922', '6.345')|0|Bourgogne Franche-Comté
159|#clasico|2014-03-23|20|False|143.9523331007|('47.381', '6.381')|0|Bourgogne Franche-Comté
160|#gerbra|2014-07-08|20|False|114.2930346778|('46.958', '7.435')|0.5599|BE
161|#brecol|2014-07-04|20|False|88.7026413164|('47.612', '6.125')|0.5202|Bourgogne Franche-Comté
162|#ss8|2014-07-22|20|False|75.9519339996|('47.263', '6.049')|-0.4019|Bourgogne Franche-Comté
163|#applelive|2014-09-09|20|False|67.6505671581|('45.789', '9.067')|0.34|Lombardia
164|#psgbar|2014-09-30|20|False|53.0849701765|('46.817', '7.342')|0|BE
165|#braned|2014-07-12|20|False|43.0056907017|('47.495', '8.507')|0|ZH
166|#jobs|2014-06-09|19|False|315.4680366297|('46.218', '6.141')|0.148|GE
167|#ff|2014-06-20|19|False|313.2149926437|('47.660', '6.959')|0.4939|Bourgogne Franche-Comté
168|#jobs|2014-05-30|19|False|295.2923556713|('47.196', '8.529')|0.258|ZG
169|#job|2014-07-31|19|False|287.3937627897|('46.213', '6.146')|0|GE
170|#job|2014-08-04|19|False|285.0262217957|('46.213', '6.146')|0|GE
171|#emabiggestfans1d|2014-11-08|19|False|279.49893149|('45.802', '8.706')|0.0769|Lombardia
172|#job|2014-11-23|19|False|267.2209510626|('46.494', '6.389')|0.6166|VD
173|#job|2014-09-20|19|False|262.3178554401|('46.213', '6.146')|0.4466|GE
174|#job|2014-08-20|19|False|257.486669299|('46.948', '7.445')|0|BE
175|#lt|2014-05-10|19|False|255.9211948891|('45.904', '6.129')|0.2263|Auvergne-Rhône-Alpes
176|#job|2014-08-14|19|False|233.3649874982|('46.948', '7.445')|0|BE
177|#job|2014-09-24|19|False|212.9252313779|('46.198', '6.142')|0|GE
178|#iphone6|2014-09-09|19|False|163.9275480874|('46.165', '9.864')|-0.31245|Lombardia
179|#sochi2014|2014-02-19|19|False|140.0833487526|('47.424', '8.691')|0|ZH
180|#ecu|2014-06-15|19|False|127.1823022798|('47.474', '6.693')|0|Bourgogne Franche-Comté
181|#thevoice|2014-04-05|19|False|87.0810325052|('45.980', '6.136')|0|Auvergne-Rhône-Alpes
182|#xf8|2014-12-11|19|False|59.6550634567|('45.889', '8.888')|0|Lombardia
183|#lt|2014-07-23|18|False|421.9291714463|('46.189', '6.112')|0.1027|GE
184|#ss8|2014-09-19|18|False|379.0040244541|('47.754', '7.337')|0|Grand Est
185|#job|2014-11-11|18|False|351.7329889255|('46.470', '6.842')|-0.6283|VD
186|#lt|2014-08-11|18|False|340.3202544512|('46.627', '8.029')|0.3612|BE
187|#jobs|2014-11-19|18|False|334.485260922|('46.470', '6.842')|0|VD
188|#job|2014-09-09|18|False|323.348340314|('46.213', '6.146')|0|GE
189|#job|2014-12-31|18|False|318.2538680264|('46.494', '6.389')|0|VD
190|#ff|2014-06-27|18|False|314.4017680109|('47.345', '8.337')|0.4588|AG
191|#jobs|2014-11-21|18|False|312.7051211905|('46.470', '6.842')|0.34895|VD
192|#job|2014-11-14|18|False|287.8752109588|('46.470', '6.842')|0|VD
193|#jobs|2014-06-11|18|False|287.2653889946|('47.196', '8.529')|0|ZG
194|#job|2014-11-22|18|False|272.7805477555|('46.470', '6.842')|0.148|VD
195|#jobs|2014-08-27|18|False|269.50524326|('46.470', '6.842')|0|VD
196|#job|2014-11-29|18|False|269.4881313901|('46.470', '6.842')|0.34|VD
197|#jobs|2014-10-03|18|False|267.3311646512|('46.470', '6.842')|0|VD
198|#job|2014-12-27|18|False|266.7154485242|('46.494', '6.389')|0.4278|VD
199|#job|2014-08-01|18|False|260.2127740771|('46.213', '6.146')|0|GE
200|#jobs|2014-11-25|18|False|246.380162528|('46.233', '6.135')|0|GE
201|#job|2014-09-15|18|False|215.4893721157|('46.948', '7.445')|0|BE
202|#halamadrid|2014-04-29|18|False|212.5105675962|('46.208', '6.129')|-0.5106|GE
203|#worldcup2014|2014-06-20|18|False|205.0785066317|('46.224', '7.280')|0.0772|VS
204|#zaynappreciationday|2014-07-19|18|False|195.6907908015|('46.119', '8.282')|0.65255|Piemonte
205|#sochi2014|2014-02-14|18|False|163.2904387661|('47.134', '7.263')|0.8309|BE
206|#abst14|2014-05-18|18|False|138.8419003272|('47.177', '8.610')|0.5093|ZG
207|#wm2014|2014-06-16|18|False|85.866305172|('46.943', '8.276')|0|OW
208|#qvemf|2014-05-09|18|False|40.8816696409|('45.934', '6.633')|-0.1027|Auvergne-Rhône-Alpes
209|#job|2014-07-11|17|False|398.0302191031|('46.198', '6.142')|0.3612|GE
210|#lrt|2014-04-17|17|False|381.5434587244|('45.919', '6.157')|0.28305|Auvergne-Rhône-Alpes
211|#icebucketchallenge|2014-08-22|17|False|349.3155555818|('46.012', '8.977')|-0.5267|TI
212|#job|2014-11-13|17|False|340.9737376692|('46.494', '6.389')|0|VD
213|#kca|2014-03-29|17|False|302.2506668747|('46.811', '7.146')|0.4767|FR
214|#job|2014-12-05|17|False|284.9960316168|('46.470', '6.842')|0|VD
215|#job|2014-10-06|17|False|278.6363492029|('46.213', '6.146')|0.296|GE
216|#job|2014-12-19|17|False|268.4594525739|('46.494', '6.389')|-0.4278|VD
217|#jobs|2014-12-29|17|False|233.7602444515|('46.494', '6.389')|0|VD
218|#jobs|2014-11-23|17|False|231.2144329733|('46.494', '6.389')|0|VD
219|#job|2014-11-01|17|False|199.3682436814|('46.213', '6.146')|0.4278|GE
220|#sochi2014|2014-02-18|17|False|199.1692213621|('46.150', '6.398')|-0.5972|Auvergne-Rhône-Alpes
221|#job|2014-09-22|17|False|198.3205214233|('46.213', '6.146')|0.296|GE
222|#ff|2014-08-15|17|False|193.857344915|('47.453', '8.561')|0.4019|ZH
223|#ned|2014-06-23|17|False|102.8519301755|('46.185', '6.122')|0|GE
224|#mtvhottest|2014-07-19|17|False|83.4855681044|('45.757', '9.854')|0.391|Lombardia
225|#xf8|2014-11-06|17|False|58.9447977233|('45.820', '8.673')|0.6956|Lombardia
226|#franor|2014-05-27|17|False|45.7855353155|('46.517', '6.098')|0.07655|Bourgogne Franche-Comté
227|#np|2014-04-20|16|False|441.6359598672|('45.904', '6.129')|0.6369|Auvergne-Rhône-Alpes
228|#np|2014-01-15|16|False|409.329280816|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
229|#jobs|2014-12-02|16|False|342.3222477828|('46.470', '6.842')|0|VD
230|#np|2014-02-15|16|False|341.0756628432|('45.904', '6.129')|0.6369|Auvergne-Rhône-Alpes
231|#ff|2014-09-05|16|False|334.8780890812|('47.452', '8.560')|0|ZH
232|#job|2014-11-21|16|False|333.3803927602|('46.470', '6.842')|0|VD
233|#np|2014-06-24|16|False|324.3746740663|('45.844', '9.071')|0|Lombardia
234|#job|2014-07-12|16|False|317.6272836007|('46.494', '6.389')|0.3892|VD
235|#lrt|2014-11-21|16|False|283.5104584776|('47.722', '7.283')|0|Grand Est
236|#job|2014-11-09|16|False|277.2831522206|('46.213', '6.146')|0.296|GE
237|#jobs|2014-06-06|16|False|275.9206118693|('46.494', '6.389')|0.1405|VD
238|#job|2014-06-01|16|False|274.480924626|('46.213', '6.146')|0.2233|GE
239|#bravscro|2014-06-12|16|False|274.0583860694|('46.165', '9.864')|0|Lombardia
240|#jobs|2014-12-03|16|False|270.4060064699|('46.213', '6.111')|0|GE
241|#job|2014-05-30|16|False|265.9352923802|('47.196', '8.529')|0|ZG
242|#job|2014-11-03|16|False|264.1040741961|('46.494', '6.389')|0|VD
243|#jobs|2014-06-18|16|False|258.9885485179|('46.425', '6.235')|0|VD
244|#wm2014|2014-06-14|16|False|254.6492093248|('47.404', '8.560')|0.1591|ZH
245|#jobs|2014-08-25|16|False|252.4017189081|('46.494', '6.389')|0|VD
246|#ff|2014-06-06|16|False|250.7843185402|('47.345', '8.337')|0.296|AG
247|#cdm2014|2014-07-01|16|False|200.2341875849|('47.251', '6.038')|0.7845|Bourgogne Franche-Comté
248|#job|2014-08-17|16|False|189.155670989|('46.213', '6.146')|0.296|GE
249|#cro|2014-06-18|16|False|170.6884166466|('47.470', '6.686')|0|Bourgogne Franche-Comté
250|#chvote|2014-02-09|16|False|140.9656823744|('46.587', '6.658')|-0.7088|VD
251|#psgom|2014-03-02|16|False|123.3450832114|('47.381', '6.381')|0.0910666667|Bourgogne Franche-Comté
252|#supporttheswiss|2014-11-23|16|False|75.6051041291|('47.424', '9.363')|0.5267|SG
253|#worldcup|2014-07-08|16|False|67.3677066385|('46.196', '6.143')|-0.296|GE
254|#suivsecu|2014-06-15|16|False|62.8128169669|('46.943', '8.276')|-0.5994|OW
255|#thevoice|2014-04-26|16|False|50.5625672384|('47.812', '7.101')|0.32135|Grand Est
256|#xf8|2014-09-18|16|False|26.8734516357|('45.820', '8.673')|-0.17825|Lombardia
257|#np|2014-07-20|15|False|436.4288697043|('46.722', '7.061')|0|FR
258|#job|2014-12-20|15|False|342.4086926142|('46.470', '6.842')|0|VD
259|#jobs|2014-12-25|15|False|337.7226063084|('46.494', '6.389')|0.148|VD
260|#jobs|2014-12-06|15|False|333.4722483512|('46.221', '6.141')|0.296|GE
261|#bestfandom2014|2014-07-31|15|False|317.312799573|('47.534', '6.807')|0.0209|Bourgogne Franche-Comté
262|#jobs|2014-06-16|15|False|306.3674023155|('46.224', '6.140')|0|GE
263|#ff|2014-08-29|15|False|258.4351708359|('47.496', '7.614')|0.6633|BL
264|#wm2014|2014-06-18|15|False|255.9854172039|('46.943', '8.276')|0|OW
265|#job|2014-06-07|15|False|249.0607691718|('46.213', '6.146')|0|GE
266|#jobs|2014-07-15|15|False|245.7278751791|('46.470', '6.842')|0.296|VD
267|#ff|2014-09-19|15|False|218.0868466151|('46.228', '6.142')|0.5221333333|GE
268|#tweetmyjobs|2014-11-23|15|False|206.7915518727|('46.494', '6.389')|0|VD
269|#happynewyear|2014-12-31|15|False|197.6834445308|('47.377', '8.537')|0|ZH
270|#usapor|2014-06-22|15|False|179.5962831788|('47.432', '9.391')|-0.2992|SG
271|#crcgre|2014-06-29|15|False|86.8547754518|('47.495', '8.507')|0.2732|ZH
272|#sanremo2014|2014-02-19|15|False|84.2504067074|('47.377', '8.537')|0|ZH
273|#civ|2014-06-24|15|False|50.9402478702|('47.371', '8.510')|0|ZH
274|#jobs|2014-08-01|14|False|370.176918984|('46.215', '6.151')|0|GE
