|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation|compound|area
275|#jobs|2014-11-11|14|False|336.54212846|('46.470', '6.842')|0|VD
276|#jobs|2014-04-04|14|False|325.7572710781|('46.234', '6.133')|0|GE
277|#switzerland|2014-06-20|14|False|296.2067319877|('47.474', '8.308')|0|AG
278|#jobs|2014-08-23|14|False|285.0139179101|('46.213', '6.146')|0|GE
279|#switzerland|2014-08-10|14|False|262.2583961365|('46.590', '7.906')|-0.0572|BE
280|#job|2014-06-17|14|False|252.2209120837|('46.213', '6.146')|0|GE
281|#jobs|2014-09-08|14|False|247.3885868568|('46.233', '6.135')|0|GE
282|#worldcup2014|2014-06-19|14|False|223.2642602224|('46.224', '7.281')|0|VS
283|#jobs|2014-06-19|14|False|220.354890318|('46.494', '6.389')|0|VD
284|#bih|2014-06-15|14|False|203.0516370697|('47.470', '6.686')|0|Bourgogne Franche-Comté
285|#switzerland|2014-06-25|14|False|181.8744610647|('47.398', '8.452')|0.24225|ZH
286|#lift14|2014-02-05|14|False|180.7737974052|('46.246', '6.133')|0|GE
287|#cdm2014|2014-06-28|14|False|160.61057383|('46.470', '6.842')|-0.25055|VD
288|#esc14|2014-05-10|14|False|143.8899038594|('46.849', '9.528')|0|GR
289|#jobs|2014-10-05|14|False|120.9795566548|('46.213', '6.146')|0.296|GE
290|#hon|2014-06-15|14|False|120.0141792892|('47.474', '6.693')|0|Bourgogne Franche-Comté
291|#favnashpic|2014-09-04|14|False|94.3257229482|('47.111', '6.834')|0.2725333333|NE
292|#sma14|2014-03-07|14|False|90.5745492641|('47.411', '8.552')|-0.20995|ZH
293|#ss8|2014-07-21|14|False|89.7465379406|('47.681', '7.408')|-0.1854|Grand Est
294|#emabiggestfans1d|2014-11-07|14|False|87.5642910519|('46.202', '6.131')|0.04526|GE
295|#frapb|2014-03-05|14|False|44.0193044458|('47.612', '6.135')|0|Bourgogne Franche-Comté
296|#spagnacile|2014-06-18|14|False|40.3836176447|('46.001', '8.747')|0|Lombardia
297|#brasilecroazia|2014-06-12|14|False|38.9772999001|('46.062', '8.686')|0|Piemonte
298|#4yearsofonedirection|2014-07-22|14|False|27.4386395307|('46.554', '6.579')|0.6369|VD
299|#np|2014-08-05|13|False|493.9165294482|('46.722', '7.061')|0|FR
300|#np|2014-08-02|13|False|481.6679602862|('46.627', '8.029')|0|BE
301|#np|2014-03-11|13|False|398.4728555054|('46.190', '6.101')|-0.11865|GE
302|#bestfandom2014|2014-07-30|13|False|374.821951018|('47.681', '7.408')|0.7003|Grand Est
303|#jobs|2014-06-23|13|False|350.0818844487|('46.222', '6.138')|0|GE
304|#np|2014-02-14|13|False|346.8120484396|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
305|#jobs|2014-04-29|13|False|338.0995978724|('46.221', '6.098')|0|GE
306|#jobs|2014-05-08|13|False|315.7768471699|('47.196', '8.529')|0.4215|ZG
307|#niallappreciationday|2014-07-21|13|False|313.9508171361|('45.937', '6.700')|0|Auvergne-Rhône-Alpes
308|#jobs|2014-05-19|13|False|309.6432542423|('46.229', '6.142')|0.21075|GE
309|#mtvhottest|2014-07-26|13|False|299.5133052334|('47.681', '7.407')|0|Grand Est
310|#jobs|2014-04-16|13|False|261.3738880375|('47.367', '8.550')|0|ZH
311|#fcsmetg|2014-05-17|13|False|246.3028057074|('46.219', '6.293')|-0.4215|Auvergne-Rhône-Alpes
312|#worldcup2014|2014-06-25|13|False|236.1882671688|('46.234', '7.260')|-0.5267|VS
313|#job|2014-06-15|13|False|235.8019636063|('46.494', '6.389')|0|VD
314|#job|2014-06-06|13|False|230.5752428936|('46.494', '6.389')|0|VD
315|#wm2014|2014-06-13|13|False|198.280297274|('47.416', '9.361')|-0.07655|SG
316|#mtvhottest|2014-07-23|13|False|195.3108591416|('47.272', '8.665')|0|ZH
317|#etgpsg|2014-08-22|13|False|179.9611362366|('45.914', '6.718')|0.1247|Auvergne-Rhône-Alpes
318|#wm2014|2014-07-04|13|False|105.2993681504|('47.404', '8.559')|0.9934|ZH
319|#swissaward|2014-01-11|13|False|63.0625528645|('47.411', '8.552')|0.0001|ZH
320|#forestiparty|2014-01-04|13|False|33.7948191468|('47.499', '6.768')|0.3348|Bourgogne Franche-Comté
321|#np|2014-06-22|12|False|444.3308273862|('46.359', '6.483')|0|Auvergne-Rhône-Alpes
322|#np|2014-04-23|12|False|374.4743423754|('46.256', '6.070')|0|Auvergne-Rhône-Alpes
323|#np|2014-02-13|12|False|357.7196698951|('46.205', '6.143')|0|GE
324|#jobs|2014-05-27|12|False|333.5125216167|('46.233', '6.135')|0|GE
325|#jobs|2014-04-22|12|False|320.0392214483|('46.494', '6.389')|0|VD
326|#jobs|2014-06-20|12|False|308.6262553647|('46.470', '6.842')|0|VD
327|#jobs|2014-06-07|12|False|294.230986618|('47.196', '8.529')|0.6739|ZG
328|#np|2014-04-25|12|False|274.6294919675|('45.904', '6.129')|-0.4404|Auvergne-Rhône-Alpes
329|#jobs|2014-06-13|12|False|271.7816917225|('46.213', '6.146')|0|GE
330|#mtvhottest|2014-07-22|12|False|266.5521647247|('46.467', '6.846')|0.514|VD
331|#jobs|2014-04-03|12|False|265.3174957635|('46.234', '6.133')|0|GE
332|#geneva|2014-06-17|12|False|254.7754447633|('46.213', '6.146')|0.516|GE
333|#jobs|2014-04-25|12|False|240.9206103794|('46.818', '8.228')|0|OW
334|#switzerland|2014-08-23|12|False|232.4171867192|('46.504', '7.288')|0|BE
335|#oscars|2014-03-03|12|False|222.2398635267|('47.177', '8.610')|0.4939|ZG
336|#geneva|2014-06-19|12|False|221.9704581831|('46.205', '6.143')|0|GE
337|#ff|2014-08-08|12|False|213.100117226|('47.584', '7.249')|0.62415|Grand Est
338|#switzerland|2014-05-10|12|False|183.0312484191|('47.379', '8.530')|0.9395|ZH
339|#50factsaboutme|2014-06-01|12|False|149.6731017922|('47.079', '8.328')|0.5046|LU
340|#abst14|2014-11-30|12|False|148.1575922124|('47.377', '8.537')|0|ZH
341|#pokert|2014-03-04|12|False|119.9794423153|('47.374', '8.525')|0.2023|ZH
342|#srfthevoice|2014-04-19|12|False|83.7520526939|('47.462', '8.183')|-0.4767|AG
343|#bravscol|2014-07-04|12|False|71.6409826414|('46.958', '7.435')|0.6369|BE
344|#dals|2014-11-29|12|False|64.0042447256|('46.200', '6.261')|0.765|Auvergne-Rhône-Alpes
345|#benficajuve|2014-04-24|12|False|56.3075541195|('47.417', '9.180')|-0.1027|SG
346|#dals|2014-10-04|12|False|55.3942747741|('46.078', '6.414')|-0.2481|Auvergne-Rhône-Alpes
347|#ibes|2014-01-18|11|False|560.3115863255|('47.478', '8.504')|-0.395|ZH
348|#jobs|2014-03-24|11|False|365.9997235578|('46.234', '6.133')|0|GE
349|#np|2014-05-09|11|False|354.8854328761|('45.904', '6.129')|0.2732|Auvergne-Rhône-Alpes
350|#np|2014-03-30|11|False|309.9767416939|('45.904', '6.129')|0.7717|Auvergne-Rhône-Alpes
351|#jobs|2014-03-07|11|False|309.4052000765|('46.234', '6.133')|0.1922|GE
352|#job|2014-04-29|11|False|308.3851045513|('46.494', '6.389')|0.296|VD
353|#jobs|2014-12-10|11|False|307.904848417|('46.470', '6.842')|0|VD
354|#jobs|2014-03-11|11|False|305.9276435802|('46.234', '6.133')|0|GE
355|#jobs|2014-05-20|11|False|305.2409610872|('46.233', '6.135')|0|GE
356|#switzerland|2014-08-11|11|False|299.7358257868|('47.116', '9.256')|0|SG
357|#jobs|2014-05-06|11|False|295.1796732236|('46.494', '6.389')|0|VD
358|#rt|2014-08-18|11|False|284.2291422562|('47.216', '5.978')|-0.5267|Bourgogne Franche-Comté
359|#jobs|2014-03-28|11|False|264.75581974|('46.234', '6.133')|0|GE
360|#som14|2014-04-10|11|False|252.1083559143|('47.411', '8.553')|0|ZH
361|#cdm2014|2014-06-29|11|False|244.3745987725|('46.470', '6.842')|-0.5386|VD
362|#jobs|2014-04-23|11|False|240.5800902721|('47.367', '8.550')|0|ZH
363|#rt|2014-01-12|11|False|237.9755448324|('46.397', '6.615')|0|Auvergne-Rhône-Alpes
364|#tweetmyjobs|2014-06-14|11|False|230.4859277863|('47.196', '8.529')|0|ZG
365|#weareallharry|2014-12-20|11|False|195.9043631158|('46.813', '8.224')|0.2757|OW
366|#appleevent|2014-09-09|11|False|171.5107500904|('46.165', '9.864')|-0.22675|Lombardia
367|#vote5sos|2014-08-17|11|False|167.2640845727|('45.815', '6.540')|0.9973|Auvergne-Rhône-Alpes
368|#ibes|2014-01-21|11|False|119.281263966|('47.601', '7.665')|0.042475|Baden-Württemberg
369|#eurovisionfr|2014-05-10|11|False|68.7678920088|('46.530', '6.025')|0.4019|Bourgogne Franche-Comté
370|#esc2014|2014-05-10|11|False|64.4189002431|('45.850', '6.101')|0|Auvergne-Rhône-Alpes
371|#ema2014|2014-11-09|11|False|31.804318246|('46.202', '6.131')|0.6541|GE
372|#job|2014-05-02|10|False|445.0750632992|('46.494', '6.389')|0|VD
373|#tweetmyjobs|2014-11-06|10|False|402.7805873557|('46.470', '6.842')|0.148|VD
374|#jobs|2014-03-25|10|False|384.4970544055|('46.234', '6.133')|0.4019|GE
375|#np|2014-06-25|10|False|342.3011171049|('45.844', '9.071')|0|Lombardia
376|#geneva|2014-06-01|10|False|302.1875748077|('46.213', '6.146')|0.29295|GE
377|#jobs|2014-03-31|10|False|287.9674561474|('46.234', '6.133')|0|GE
378|#switzerland|2014-08-09|10|False|281.6292689032|('46.533', '7.665')|0|BE
379|#emabiggestfans1d|2014-10-30|10|False|277.1086435632|('47.491', '6.742')|0|Bourgogne Franche-Comté
380|#switzerland|2014-05-04|10|False|243.4155665574|('45.992', '8.947')|0|TI
381|#barcampch|2014-08-23|10|False|242.2883963054|('47.370', '8.543')|0|ZH
382|#lpdla|2014-02-12|10|False|233.3898381359|('45.890', '6.127')|0|Auvergne-Rhône-Alpes
383|#job|2014-04-25|10|False|232.4822011068|('46.818', '8.228')|0|OW
384|#lift14|2014-02-06|10|False|215.3238696217|('46.220', '6.138')|0.46665|GE
385|#cro|2014-06-12|10|False|212.9685717348|('46.211', '6.145')|0|GE
386|#asseol|2014-11-30|10|False|185.0322850302|('45.922', '6.719')|0.784|Auvergne-Rhône-Alpes
387|#tedxbern|2014-09-10|10|False|175.0353711248|('46.920', '7.439')|0.1003666667|BE
388|#wm2014|2014-06-29|10|False|167.4061092112|('47.495', '8.507')|0|ZH
389|#esc2014|2014-05-08|10|False|137.7329418345|('45.799', '8.880')|0.7003|Lombardia
390|#emabiggestfans1d|2014-11-09|10|False|86.6130338845|('47.620', '7.678')|0.9744|Baden-Württemberg
391|#tvoi|2014-05-07|10|False|59.0136944521|('45.951', '8.840')|0.28595|Lombardia
392|#nedvsmex|2014-06-29|10|False|38.0248153958|('47.255', '8.867')|-0.17|ZH
393|#kohlanta|2014-10-31|10|False|35.1181575871|('47.658', '6.558')|0.5574|Bourgogne Franche-Comté
394|#qvemf|2014-05-02|10|False|30.9467785497|('46.185', '6.243')|0|Auvergne-Rhône-Alpes
395|#zurich|2014-04-23|9|False|375.2174575335|('47.367', '8.550')|0|ZH
396|#jobs|2014-05-28|9|False|313.1995407761|('46.494', '6.389')|0|VD
397|#job|2014-04-08|9|False|305.0227953207|('46.470', '6.842')|0|VD
398|#geneva|2014-06-02|9|False|285.3076259238|('46.213', '6.146')|0|GE
399|#lt|2014-12-03|9|False|275.9540796186|('47.362', '6.734')|-0.2808|Bourgogne Franche-Comté
400|#switzerland|2014-08-06|9|False|270.8079109983|('46.000', '8.967')|0|TI
401|#jz4ever|2014-05-10|9|False|264.485804685|('45.888', '9.947')|0|Lombardia
402|#tweetmyjobs|2014-06-11|9|False|249.3310809124|('47.196', '8.529')|0.296|ZG
403|#jobs|2014-02-28|9|False|241.5402854631|('46.234', '6.133')|0|GE
404|#job|2014-05-19|9|False|239.4634539709|('46.470', '6.842')|0|VD
405|#enfoires2014|2014-03-14|9|False|210.0472229503|('47.454', '6.828')|-0.3599|Bourgogne Franche-Comté
406|#np|2014-12-22|9|False|209.7320816085|('47.315', '9.599')|0.2202|Vorarlberg
407|#emabiggestfans1d|2014-10-28|9|False|191.2455978503|('47.620', '7.678')|0|Baden-Württemberg
408|#coupedumonde|2014-06-20|9|False|185.0569876956|('46.375', '6.921')|0.5856|VD
409|#emabiggestfans1d|2014-11-04|9|False|180.2419459816|('47.377', '8.537')|0|ZH
410|#ibes|2014-01-20|9|False|174.0372452949|('47.601', '7.665')|0|Baden-Württemberg
411|#barcampch|2014-08-24|9|False|171.709297751|('47.370', '8.543')|0.7096|ZH
412|#fcz|2014-04-21|9|False|161.6782862743|('46.963', '7.465')|0.6369|BE
413|#rt|2014-03-08|9|False|147.0464458351|('46.315', '9.398')|-0.6973|Lombardia
414|#milanjuve|2014-09-20|9|False|136.7926031824|('45.860', '9.399')|-0.7089|Lombardia
415|#smgzh|2014-04-02|9|False|120.5767282384|('47.365', '8.547')|-0.25|ZH
416|#lesanges6|2014-03-31|9|False|71.0244584045|('45.980', '6.136')|0.5994|Auvergne-Rhône-Alpes
417|#mattto2mill|2014-08-21|9|False|69.970215161|('47.111', '6.834')|0.7288285714|NE
418|#smgzh|2014-11-05|9|False|61.4052859816|('47.365', '8.547')|0|ZH
419|#nashto2mil|2014-04-19|9|False|52.4289173603|('47.180', '7.550')|0|SO
420|#belrus|2014-06-22|9|False|48.3288333012|('47.636', '7.126')|0.6166|Grand Est
421|#tellementvrai|2014-02-06|9|False|47.8628219987|('47.757', '7.355')|-0.11475|Grand Est
422|#sospascal|2014-04-22|9|False|43.2664371502|('46.541', '6.644')|-0.1027|VD
423|#amas|2014-12-27|9|False|43.1968499665|('45.903', '5.973')|0.21075|Auvergne-Rhône-Alpes
424|#nashvshayes|2014-09-18|9|False|38.9722821418|('46.251', '6.085')|0.6974|Auvergne-Rhône-Alpes
425|#tennis|2014-01-26|9|False|37.7081742744|('46.189', '6.175')|0.5423|GE
426|#esphol|2014-06-13|9|False|31.0109130257|('46.375', '6.921')|0|VD
427|#four|2014-11-10|9|False|4.2778345743|('45.855', '9.270')|-0.4939|Lombardia
428|#votedemilovato|2014-08-23|8|False|530.4951268603|('46.684', '7.863')|0.6491333333|BE
429|#jobs|2014-01-27|8|False|400.8446204927|('46.223', '6.139')|0|GE
430|#rt|2014-08-10|8|False|375.9251085638|('46.012', '8.977')|0|TI
431|#switzerland|2014-11-20|8|False|337.6574556204|('46.188', '6.141')|0|GE
432|#|2014-01-10|8|False|326.1995076952|('46.903', '6.347')|0|Bourgogne Franche-Comté
433|#np|2014-11-16|8|False|304.0495788004|('47.463', '6.814')|0|Bourgogne Franche-Comté
434|#love|2014-04-11|8|False|299.9323710476|('46.206', '6.142')|0.3612|GE
435|#tweetmyjobs|2014-12-02|8|False|295.4494011274|('46.470', '6.842')|0|VD
436|#weareallzayn|2014-12-21|8|False|293.0585543562|('47.520', '6.780')|0|Bourgogne Franche-Comté
437|#mh17|2014-07-21|8|False|290.8265950821|('47.490', '7.720')|0.128|BL
438|#jobs|2014-02-03|8|False|290.684731562|('46.233', '6.135')|0|GE
439|#job|2014-05-27|8|False|281.97842944|('46.494', '6.389')|0.148|VD
440|#rt|2014-01-17|8|False|280.3314330697|('46.397', '6.615')|0|Auvergne-Rhône-Alpes
441|#tweetmyjobs|2014-06-20|8|False|279.3226238699|('46.470', '6.842')|0|VD
442|#tweetmyjobs|2014-05-22|8|False|263.6438093559|('47.196', '8.529')|0|ZG
443|#jobs|2014-02-14|8|False|260.4926548122|('46.818', '8.228')|0|OW
444|#bcbs14|2014-07-05|8|False|253.2451046161|('47.659', '9.433')|0.3550333333|Baden-Württemberg
445|#wef14|2014-01-23|8|False|252.5215314408|('46.765', '9.818')|0.1591|GR
446|#realmadrid|2014-05-24|8|False|249.7274346181|('47.186', '8.521')|0|ZG
447|#amici13|2014-05-27|8|False|241.5352731192|('45.877', '8.409')|0.34|Piemonte
448|#swiss|2014-06-20|8|False|240.8771273624|('47.474', '8.308')|0.296|AG
449|#tweetmyjobs|2014-06-15|8|False|240.364284028|('46.494', '6.389')|0|VD
450|#australiannight|2014-11-18|8|False|234.9223418833|('47.377', '8.537')|0.75|ZH
451|#tedxcern|2014-09-24|8|False|222.5092506948|('46.234', '6.056')|0.0986666667|GE
452|#zurich2014|2014-08-17|8|False|189.4012962124|('47.611', '7.559')|0|Grand Est
453|#emabiggestfans1d|2014-10-29|8|False|138.6460773684|('45.800', '9.084')|0|Lombardia
454|#rt|2014-03-17|8|False|130.9255228306|('45.860', '9.403')|0|Lombardia
455|#happybirthdaylouis|2014-12-24|8|False|129.6731782837|('47.477', '6.827')|0.2123|Bourgogne Franche-Comté
456|#juveroma|2014-10-05|8|False|84.2514350231|('45.860', '9.399')|-0.4995|Lombardia
457|#emabiggestfans1d|2014-10-31|8|False|76.5538546792|('46.813', '8.224')|0|OW
458|#srfbrasil|2014-06-15|8|False|59.6237848668|('46.920', '7.725')|0|BE
459|#nedcos|2014-07-05|8|False|57.5370701092|('47.727', '9.397')|-0.4215|Baden-Württemberg
460|#escita|2014-05-10|8|False|56.6766122185|('45.789', '8.875')|0.4037|Lombardia
461|#emabiggestfans1d|2014-10-27|8|False|46.1277557455|('47.620', '7.678')|0|Baden-Württemberg
462|#mex|2014-06-13|8|False|42.771262987|('46.686', '7.849')|0|BE
463|#lesanges6|2014-04-01|8|False|31.4115126597|('46.298', '7.487')|0.4588|VS
464|#votedemilovato|2014-08-24|7|False|400.6243662069|('45.863', '8.858')|0.6369|Lombardia
465|#|2014-01-12|7|False|319.818164894|('46.903', '6.347')|0|Bourgogne Franche-Comté
466|#lpdla|2014-01-27|7|False|316.9176436088|('47.504', '6.862')|-0.3252|Bourgogne Franche-Comté
467|#switzerland|2014-10-02|7|False|300.5414581953|('46.558', '6.563')|0|VD
468|#merrychristmas|2014-12-24|7|False|272.2323202908|('47.421', '9.747')|0|Vorarlberg
469|#vote5sos|2014-08-15|7|False|270.6942214577|('45.815', '6.540')|-0.6249|Auvergne-Rhône-Alpes
470|#tweetmyjobs|2014-05-16|7|False|262.318273128|('46.494', '6.389')|0|VD
471|#coupedumonde|2014-07-08|7|False|258.93429968|('47.753', '7.305')|0|Grand Est
472|#zurich2014|2014-08-15|7|False|242.695569228|('46.205', '6.143')|0|GE
473|#job|2014-03-11|7|False|225.5657669039|('46.470', '6.842')|0|VD
474|#happybirthdayashtonirwin|2014-07-07|7|False|221.6673556861|('47.551', '6.861')|0.8208125|Bourgogne Franche-Comté
475|#wcch|2014-05-03|7|False|210.9022804621|('47.390', '8.516')|0.7425|ZH
476|#switzerland|2014-07-24|7|False|206.8592075039|('47.398', '8.452')|0|ZH
477|#spain2014|2014-09-14|7|False|206.2212623682|('46.201', '6.139')|0|GE
478|#rt|2014-05-10|7|False|191.2865784764|('45.995', '6.124')|0.2981|Auvergne-Rhône-Alpes
479|#rtsmondial|2014-06-29|7|False|175.889557517|('46.256', '6.952')|0|VS
480|#coupedumonde|2014-06-28|7|False|174.8132384351|('46.375', '6.921')|-0.7195|VD
481|#cometlanding|2014-11-12|7|False|162.1880434085|('47.560', '7.583')|0|BS
482|#kca|2014-03-25|7|False|148.8432918609|('47.345', '8.337')|0.6369|AG
483|#lift14|2014-02-07|7|False|146.7016739372|('46.220', '6.138')|-0.2023|GE
484|#wha67|2014-05-21|7|False|146.3335871532|('46.227', '6.141')|-0.12055|GE
485|#voteanton|2014-03-25|7|False|145.4712044362|('47.345', '8.337')|0|AG
486|#|2014-01-09|7|False|138.0732575718|('46.903', '6.347')|0|Bourgogne Franche-Comté
487|#glocal14|2014-11-15|7|False|132.7562561755|('45.817', '8.826')|-0.33215|Lombardia
488|#ibes|2014-01-30|7|False|115.5545223566|('47.770', '9.377')|0.5423|Baden-Württemberg
489|#efn14|2014-05-03|7|False|98.7930820463|('47.411', '8.552')|0.20995|ZH
490|#jeromechezmoi|2014-11-11|7|False|78.2422282344|('47.621', '6.788')|0.1272666667|Bourgogne Franche-Comté
491|#myfourquestion|2014-11-09|7|False|67.219755508|('46.261', '7.469')|0.6369|VS
492|#missitalia|2014-09-14|7|False|62.9533230513|('45.958', '9.163')|-0.7814|Lombardia
493|#vmas|2014-08-25|7|False|62.8124167206|('45.889', '8.888')|0.4617|Lombardia
494|#harrypotteretlacoupedefeu|2014-08-26|7|False|50.8612141575|('47.694', '6.876')|0|Bourgogne Franche-Comté
495|#lesenfoires|2014-03-14|7|False|49.734216793|('47.499', '6.768')|0.9307|Bourgogne Franche-Comté
496|#srfthevoice|2014-03-08|7|False|36.9008379199|('46.842', '9.223')|0.2263|GR
497|#nashschristmasskit|2014-12-27|7|False|35.7326352371|('47.375', '8.545')|0.2822666667|ZH
498|#risingstar|2014-11-06|7|False|33.1170290619|('47.621', '6.788')|-0.0816|Bourgogne Franche-Comté
499|#ibes|2014-01-28|7|False|30.4931190297|('47.773', '9.150')|0.4404|Baden-Württemberg
500|#tatort|2014-12-28|7|False|29.5993904157|('47.499', '8.733')|-0.3818|ZH
501|#ibes|2014-01-26|7|False|25.6320525544|('47.601', '7.665')|0.4215|Baden-Württemberg
502|#callmecam|2014-06-11|7|False|16.6327780463|('47.362', '8.101')|0|AG
503|#ss8|2014-08-27|7|False|11.033718641|('47.263', '6.048')|-0.1531|Bourgogne Franche-Comté
504|#followmenash|2014-08-04|7|False|8.6818745297|('45.810', '8.938')|0.5004|Lombardia
505|#1dalbumfourfollowspree|2014-09-12|7|False|8.2184384722|('47.162', '8.514')|0|ZG
506|#schweiz|2014-09-12|6|False|472.1189117454|('47.377', '8.540')|0|ZH
507|#goldenglobes|2014-01-13|6|False|407.1500313355|('45.941', '6.033')|0.5994|Auvergne-Rhône-Alpes
508|#love|2014-03-19|6|False|386.2553723486|('46.325', '7.990')|0|VS
509|#zurich|2014-02-05|6|False|330.6140165891|('47.369', '8.539')|0|ZH
510|#switzerland|2014-02-08|6|False|323.6210052329|('46.155', '8.967')|0.3578|TI
511|#switzerland|2014-09-02|6|False|312.1270872506|('46.590', '8.558')|0.5826|UR
512|#ss8|2014-08-07|6|False|307.8908031745|('47.774', '7.312')|0.4215|Grand Est
513|#job|2014-03-21|6|False|306.5883607528|('46.818', '8.228')|0.3818|OW
514|#adidas|2014-04-07|6|False|298.3538220474|('46.813', '8.224')|0.3002142857|OW
515|#rt|2014-01-13|6|False|291.6698927568|('46.397', '6.615')|0|Auvergne-Rhône-Alpes
516|#thewalkingdead|2014-03-17|6|False|285.1350167974|('46.187', '6.199')|0.6989|GE
517|#jacket|2014-04-07|6|False|282.0874701732|('47.384', '8.530')|0|ZH
518|#bom14|2014-06-14|6|False|277.0549528609|('46.045', '6.425')|0.3802|Auvergne-Rhône-Alpes
519|#wef14|2014-01-24|6|False|266.8811014102|('46.765', '9.818')|0.296|GR
520|#adidas|2014-05-17|6|False|254.1975247609|('47.384', '8.530')|0|ZH
521|#jobs|2014-02-20|6|False|250.0226902477|('46.234', '6.133')|0|GE
522|#love|2014-04-08|6|False|248.897079465|('46.950', '7.439')|0|BE
523|#emabiggestfans1d|2014-11-02|6|False|248.7168064429|('45.960', '8.693')|0.42775|Lombardia
524|#fasnacht|2014-03-01|6|False|243.012684892|('47.052', '8.303')|0|LU
525|#switzerland|2014-01-02|6|False|225.4035671527|('46.497', '9.838')|0|GR
526|#sotchi2014|2014-02-09|6|False|219.9210878405|('45.889', '6.714')|0.2826|Auvergne-Rhône-Alpes
527|#votedemilovato|2014-08-21|6|False|216.9199930061|('45.833', '6.173')|0|Auvergne-Rhône-Alpes
528|#tweetmyjobs|2014-12-27|6|False|213.1321549402|('46.494', '6.389')|0|VD
529|#art|2014-06-20|6|False|203.7716112537|('47.474', '8.308')|0.5186|AG
530|#et702|2014-02-17|6|False|181.6123197971|('47.416', '9.361')|0|SG
531|#mtvhottest|2014-08-09|6|False|158.7600300148|('46.614', '7.126')|0|FR
532|#|2014-01-19|6|False|158.0852729852|('46.903', '6.347')|0|Bourgogne Franche-Comté
533|#switzerland|2014-12-27|6|False|157.4491891909|('47.569', '7.579')|0|BS
534|#cm2014|2014-06-15|6|False|149.1289572954|('46.392', '6.256')|-0.2294|VD
535|#chvote|2014-11-30|6|False|127.1570922429|('46.515', '6.537')|0.7184|VD
536|#|2014-01-14|6|False|116.8014447484|('46.903', '6.347')|0.12765|Bourgogne Franche-Comté
537|#rt|2014-01-26|6|False|99.6672154079|('47.647', '9.172')|0.5106|TG
538|#psg|2014-01-22|6|False|79.6203029042|('47.672', '6.848')|-0.5487|Bourgogne Franche-Comté
539|#1yearticketwwat|2014-09-28|6|False|74.8307180439|('45.938', '6.155')|0.5994|Auvergne-Rhône-Alpes
540|#ibes|2014-01-31|6|False|73.876478349|('47.736', '10.305')|0.4939|Bayern
541|#ibes|2014-01-29|6|False|73.3055583428|('47.601', '7.665')|0|Baden-Württemberg
542|#echo2014|2014-03-27|6|False|63.9078646293|('47.495', '8.507')|-0.68|ZH
543|#tpmp|2014-05-12|6|False|58.4956498267|('46.115', '6.369')|0.91|Auvergne-Rhône-Alpes
544|#summerslam|2014-08-18|6|False|52.9809448797|('46.130', '9.594')|0.6514|Lombardia
545|#juvemalmoe|2014-09-16|6|False|48.2524729055|('45.860', '9.399')|-0.4019|Lombardia
546|#srfthevoice|2014-03-15|6|False|39.3681888893|('47.462', '8.183')|-0.4019|AG
547|#espfra|2014-09-10|6|False|37.0634062148|('45.949', '6.191')|0.7156|Auvergne-Rhône-Alpes
548|#tatort|2014-03-23|6|False|33.8284453944|('47.404', '8.560')|0|ZH
549|#ibes|2014-01-25|6|False|30.1995066782|('47.260', '8.845')|0.6166|ZH
550|#lucahaenni|2014-10-05|6|False|24.7716431157|('46.722', '8.194')|0.8885|BE
